tokens,labels
"['tempted', 'get', 'droid', 'bionic', 'today', 'rumor', 'nexus', 'droid', 'prime', 'november', 'keeping', 'getting', 'one']",neu
"['want', 'go', 'see', 'beat', 'canada is', 'rugby', 'team', 'tonight', 'glendale', 'co', 'send', 'rugby', 'world', 'cup', 'right', 'way']",pos
"['tgi', 'friday is', 'good', 'going', 'move', 'see', 'rise', 'planet', 'ape']",pos
"['morning', 'another', 'day', 'meeting', 'star', 'true', 'blood', 'autograph', 'photo', 'today', 'vodka-fug', 'cleared']",pos
"['celebrity', 'juice', 'tonight', 'itv', 'hurrraaaaah', 'back', 'school', 'special']",pos
"['rt', 'heading', 'today', 'tour', 'tupelo', 'mississippi', 'visit', 'birthplace', 'elvis', 'presley']",neu
"['point', 'motorola', 'verizon', 'may', 'just', 'allowing', 'droid', 'bionic', 'one', 'hyped', 'phone', 'rec', '...']",neu
"['just', 'found', 'new', 'season', 'vampire', 'diary', 'come', 'sept', ':-)']",pos
"['sheen is', 'winning', 'way', 'get', 'roasted', 'charlie', 'sheen', 'took', 'chin', 'saturday', 'night', 'comedy', 'central', 'tv', 'roast', '...']",neu
"['nokia', 'nine', 'second', 'ian', 'posted', 'july', 'global', 'nokia', 'fast', 'fast', 'regular', 's', '...']",pos
"['apparently', 'lady', 'gaga', 'went', 'go', 'see', 'britney is', 'femme', 'fatale', 'tour', 'atlantic', 'city', 'tonight']",neu
"['o_o', 'well', 'un', 'fortunately', 'you will', 'prob', 'need', 'least', 'one', 'come', 'london', 'late', 'oct']",neg
"['guess', 'i am', 'going', 'watch', 'anderson', 'silva', 'whop', 'nigga', 'as', 'drinking', 'grey', 'goose', 'tonight']",pos
"['i am', 'really', 'dying', 'hear', 'track', 'beyonce', 'full', 'version', 'that is', 'bitch', 'watch', 'throne', 'monday', 'must', 'come', 'sooner']",pos
"['charlie', 'sheen', 'seems', 'pretty', 'confident', 'badass', 'upcoming', 'roast', 'actually', 'seems', 'like', 'together', 'may', 'watch']",pos
"['rt', 'steve', 'job', 'hate', 'link', 'car', 'perform', 'best', 'friend is', 'girl', 'need', 'flash', 'play']",neg
"['rt', 'according', 'marca', 'neymar', 'will', 'moving', 'real', 'madrid', 'december', 'day', 'club', 'world', 'cup']",neu
"['yesterday', 'day', 'atomic', 'bomb', 'japan', 'embarrassed', 'japanese', 'moment', 'silence', 'first', 'time']",neg
"['leonel', 'angel', 'coira', 'signed', 'real', 'madrid', 'will', 'begin', 'training', 'september', 'need', 'get', 'pax', 'cleat']",neu
"['wood', 'sputter', 'third', 'round', 'bridgestone', 'tiger', 'wood', 'slipped', 'leaderboard', 'saturday', 'ca', '...']",neu
"['let is', 'see', 'shitty', 'movie', 'netflix', 'recommended', 'watch', 'tonight']",neg
"['uh-oh', 'must', 'loathed', 'apartment', 'did not', 'madonna', 'outburst', 'july']",neg
"['droid-life', 'additional', 'confirmation', 'droid', 'bionic', 'will', 'september']",neu
"['finally', 'watching', 'last', 'week', 'true', 'blood', 'ready', 'new', 'episode', 'tonight', 'everyone', 'else', 'morning']",pos
"['today', 'birthday', 'anniversary', 'death', 'elvis', 'presley', 'birthday', 'madonna', 'wonder', 'i will', 'famous', '...', 'no', 'talent', '|=']",neg
"['congrats', 'client', 'tv', 'debut', 'big', 'brother is', 'bit', 'side', 'last', 'night', 'analysing', 'social', 'medium', 'mention', 'housemate']",pos
"['man', 'go', 'see', 'rise', 'planet', 'ape', 'last', 'night']",neu
"['anyone', 'else', 'already', 'getting', 'goosebump', 'loud', 'goodnight', 'irene', 'will', 'tomorrow', 'afternoon', '#blackthornendmyrealhome']",pos
"['rt', 'looking', 'forward', 'celebrity', 'juice', 'tonight']",pos
"['aug', 'ufc', 'rio', '..', 'anderson', 'silva', 'v', 'yushin', 'okami', 'last', 'man', 'beat', '..', 'expect', 'see', 'best', 'fighter', 'planet', 'put', 'fucking', 'show']",pos
"['day', 'left', 'time', 'ticking', '...', 'tonga', 'start', 'getting', 'worried', 'just', 'kidding', 'may', 'best', 'team', 'win', 'tomorrow.go', 'black']",pos
"['rt', 'brilliant', 'drew', 'westen', 'offer', 'great', 'critique', 'obama', 'presidency']",pos
"['kicking', 'world', 'cup', 'friday', 'black', 'v', 'tonga', 'yeeeaah', 'i am', 'looking', 'forward', 'just', 'laxing', 'back', 'popcorn', 'glass', 'bubbly']",pos
"['fuckin', 'twilight', 'tonight']",neg
"['lovely', 'artist', 'not', 'always', 'understood', 'lady', 'gaga', 'justin', 'bieber', 'miley', 'cyrus', 'etc', 'etc', 'today', 'know', '...']",neu
"['really', 'looking', 'forward', 'release', 'deus', 'ex', 'hr', 'friday', 'just', 'annoying', 'north', 'america', 'get', 'tomorrow', '...']",pos
"['perhaps', 'bit', 'insensitive', 'showing', 'film', 'four', 'lion', 'run', 'anniversary', '...', '#justsaying']",neg
"['well', 'since', 'it is', 'n', 'japan', 'hr', 'i would', 'like', 'wish', 'bff', 'grand', 'sad', 'can not', 'b', 'w']",pos
"['nokia', 'might', 'just', 'come', 'uk', 'unofficially', 'though', 'finnish', 'mobile', 'giant', 'nokia', 'may', 'made', 'clear', 'uk', 'along', 'sw', '...']",neu
"['bring', 'happy', 'rt', 'kung', 'fu', 'panda', 'will', 'released', 'tuesday', 'august']",pos
"['wantin', 'go', 'tonite', '...', 'no', 'one', 'go', 'guess', 'i will', 'netflix', 'tonite']",neu
"['walking', 'chelsea', 'time', 'day', 'rather', 'lovely', 'love', 'london', 'night', ':d']",pos
"['update', 'rise', 'planet', 'ape', 'take', 'nearly', 'friday', 'christian', 'post']",neu
"['rt', 'cbsatlbreaking', 'jury', 'selection', 'begin', 'today', 'trial', 'conrad', 'murray', 'he is', 'doctor', 'charged', 'w', 'involun', '...']",neu
"['pray', 'no', 'one', 'get', 'hurt', 'killed', 'london', 'tonight', 'guy', 'look', 'like', 'it is', 'gonna', 'go', 'hour']",neg
"['facebook', 'scam', 'say', 'lady', 'gaga is', 'dead', 'realbollywood.com', 'news', 'london', 'aug', 'scam', 'round', '...']",neg
"['goin', 'see', 'u', 'twilight', '...', 'now', 'nov', '...', 'date', '...']",neu
"['went', 'see', 'rise', 'planet', 'ape', 'last', 'night', '...', 'actually', 'enjoyed', 'lot', 'chimp', 'caesar', 'great', 'actor', 'seriously']",pos
"['across', 'u', 'live', 'feed', 'big', 'brother', 'fan', 'seeing', 'sun', 'first', 'time', 'month']",neu
"['lol', 'oz', 'now', 'final', 'stint', 'love', 'miss', 'london', 'prob', 'coz', 'can not', 'get', 'emirate', 'no', '#afc']",pos
"['rt', 'program', 'alert', 'will', 'debate', 'whether', 'not', 'boise', 'state', 'can', 'win', 'check', 'show', 'today', '...']",neu
"['i have', 'got', 'one', 'ticket', 'michael', 'jackson', 'tribute', 'gig', 'sale', 'oct', 'dm', 'detail', 'please', 'rt']",neu
"['monday', 'morning', 'mobile', 'consumer', 'steve', 'job', 'made', 'surprise', 'appearance', 'unveil', 'ipad', 'earlier', '...']",neu
"['i am', 'worried', 'may', 'sing', 'loud', 'train', 'beyonce is', 'album', 'just', 'get', 'singing', 'mood', 'everytime']",pos
"['crap', 'meant', 'let', '#oomf', 'use', 'microsoft', 'office', 'thing', 'computer', 'today', '...', 'well', 'he will', 'get', 'one', 'weekend', 'town']",neg
"['rt', 'omfg', 'britney', 'like', 'ma', '...', 'ahhhh', 'along', 'nicki', 'minaj', 'omggg', 'concert', 'tomorrow', ':d', 'dd', 'thi', '...']",pos
"['soup', 'just', 'blew', 'microwave', 'exploded', 'everywhere', 'far', 'today', 'bigger', 'bitch', 'madonna', 'hydrangea']",neg
"['oh', 'gosh', 'that is', 'hilarious', 'love', 'read', 'one', 'steve', 'job', 'love', 'tuesday', 'reading', 'happy']",pos
"['prayin', 'family', 'lost', 'someone', 'today', 'plane', 'crash', 'pavol', 'demitra', 'one', 'favorite', 'player', 'rest', 'peace', "":'(""]",pos
"['watching', 'best', 'moment', 'inbetweeners', 'last', 'night', 'highlighted', 'fact', 'towie', 'full', 'helmet', 'surely', 'im', 'not', 'one']",pos
"['shooting', 'tvshow', 'son', 'anarchy', 'studio', 'today', 'closed', 'street', 'giant', 'gun', 'battle', 'fun']",pos
"['yaaayy', ':d', 'rt', 'kung', 'fu', 'panda', 'indonesian', 'subtitle', 'tentatively', 'scheduled', 'open', 'tues', 'august']",pos
"['prayer', 'thought', 'pavol', 'demitra is', 'family', 'today', 'others', 'plane', 'blue', 'nation', 'lost', 'loved', 'member', 'today']",neg
"['good', 'morning', 'irene', 'happy', 'love', 'tiger', 'photies', 'much']",pos
"['ok', 'need', 'something', 'try', 'cheer', 'loss', 'last', 'night', 'ticket', 'brittany', 'nicki', 'minaj', 'night', 'need', 'looking']",pos
"['yay', 'inbetweeners', 'cinema', 'august', 'well', 'funny']",pos
"['wanna', 'go', 'see', 'rise', 'planet', 'ape', 'tonight']",neu
"['said', 'lady', 'gaga', 'britney', 'spear', 'concert', 'tonight', '...', 'hold', '#britneygaga', '#clichehiamplug']",neu
"['four', 'lion', 'sunday', 'night', 'make', 'sure', 'watch', 'boy', 'eid', 'mubarck', 'imran', '#veryfunnyfilm']",pos
"['great', 'chat', 'top', 'international', 'referee', 'dave', 'pearson', 'bit', 'tomorrow is', 'journal', 'big', 'feature', 'nearer', 'rugby', 'world', 'cup', 'kick-off']",pos
"['kicking', 'london', 'tonight', 'wait', 'til', 'see', 'west', 'ham', 'fan', 'tomorrow', 'we have', 'beaten', ';)']",pos
"['singing', 'beyonce', 'voice', 'may', 'young', 'i am', 'ready', '...', 'give', 'love']",neu
"['rt', 'steelers', 'gonna', 'beat', 'raven', 'tomorrow', 'lol']",pos
"['listening', 'elvis', 'presley', '...', 'may', 'something', 'rock', 'roll']",pos
"['five', 'year', 'old', 'decided', 'needed', 'follow', 'team', 'ab', 'not', 'playing', 'one', 'alot', 'thought', 'tonga']",neu
"['rt', 'boehner', 'want', 'president', 'change', 'speech', 'thurs', 'instead', 'going', 'debate', 'time', 'packer', '...']",neg
"['four', 'lion', 'sunday', 'have not', 'seen']",neu
"['michael', 'jackson is', 'doctor', 'conrad', 'murray', 'scheduled', 'go', 'trial', 'september', 'can', 'receive', 'fair', 'trial', '...']",neu
"['microsoft', 'wasted', 'whole', 'day', 'today', '...', 'now', 'i am', 'win', 'rocket', 'make', 'simple', 'microsoft', 'also', 'i am', 'buying', 'mac']",neg
"['irene', 'thank', 'much', 'lovely', 'mt', 'today', 'much', 'appreciated', 'hope', 'great', 'weekend']",pos
"['rt', 'retweet', 'you are', 'ready', 'big', 'brother', 'tonight', '#teamjorchel', '#cbsbigbrother']",pos
"['last', 'night', 's', 'lloyd', 'robertson', 'sad', 'day', 'news', 'will', 'miss', 'deep', 'voice', '#legendary']",neg
"['see', 'toby', 'keith', 'red', 'rock', 'casino', 'amphitheater', 'tonight', 'vega', 'oh', 'yeah', ':-)']",pos
"['rt', 'impressed', 'joco', 'teenage', 'republican', 'teen', 'showed', 'today', 'ready', '#fight', 'big', 'government', 'obama', '#nobama']",pos
"['maybe', 'will not', '...', 'shit', 'maybe', 'will', '...', 'will', 'ft', 'drake', 'coming', 'today', 'single', 'carter', 'iv']",neg
"['stayed', 'late', 'watch', 'ep', 'son', 'anarchy', 'new', 'favourite', 'show', '#sonsofanarchy']",pos
"['watching', 'eclipse', 'katiee', 'vampire', 'diary', 'rest', 'night', '(:']",neu
"['democrat', 'will', 'quickly', 'implode', 'concede', 'obama', 'will', 'either', 'veto', 'boehner', 'bill', 'invoke', 'amend', '...', 'impeach']",neg
"['rt', 'will', 'movie', 'friday', 'night', 'see', 'final', 'destination', 'i am', 'love', 'scary', 'movie', 'happy']",pos
"['tonight', 'see', 'ufc', 'middleweight', 'championship', 'fight', 'anderson', 'silva', 'yushin', 'okami', 'free']",neu
"['weird', 'thing', 'today', 'copy', 'deus', 'ex', 'hr', 'shipped', 'probaby', 'box', 'day', 'steam', 'let', 'play']",pos
"['rt', 'elvis', 'presley is', 'death', 'anniversary', 'aug', 'aug', 'today', 'independence', 'day', 'pakistan']",neu
"['think', 'please', 'woman', 'night', 'charlie', 'sheen']",neu
"['rt', 'have not', 'heard', 'lady', 'gaga', 'attended', 'britney', 'spear', 'femme', 'fatale', 'tour', 'tonight', 'godgalovesgodney']",neu
"['twilight', 'win', 'award', 'tca is', 'tonight', 'will', 'burn', 'twilight', 'poster', 'k', 'ok']",neg
"['good', 'well', 'summerslam', 'early', 'monday', 'morning', 'live', 'il', 'watchin', 'great', 'one', '..', '#teambringit']",pos
"['weezy is', 'carter', 'iv', 'let', 'fuckin', 'go']",pos
"['come', 'check', 'ufc', 'saturday', 'night', 'wing', 'u', 'm', 'anderson', 'silvia', 'v', 'yushin', 'okami', 'world', 'middle', 'weight', 'championship']",neu
"['wooohoooo', 'channel', 'playing', 'film', 'four', 'lion', 'sunday', 'everyone', 'watch', 'funny', 'film']",pos
"['ideal', 'world', 'oregon', 'boise', 'state', 'will', 'win', 'sept', 'give', 'power', 'pac', 'nw', '#goducks']",pos
"['true', 'think', 'it is', 'time', 'another', 'deus', 'ex', 'playthrough', 'released', 'friday', 'week']",pos
"['sure', 'know', 'good', 'night', 'irene', 'old', 'love', 'song']",neu
"['rt', 'come', 'boot', 'ride', 'rally', 'son', 'anarchy', 'navy', 'seal', 'marcus', 'luttrell', 'today', 'pm', 'pm', 'ride', '...', 'ht', '...']",neu
"['somewhere', 'nice', 'i am', 'bored', 'today', 'got', 'list', 'application', 'need', 'get', 'ready', 'window', 'tedious']",neg
"['tokyo', 'seoul', 'london', 'new', 'york', 'kimama', 'ni', 'sekai', 'wo', 'drive', 'tonight', 'kakuchi', 'de', 'hirou', 'suru', 'new', 'style', 'happy']",neu
"['one', 'main', 'influence', 's', 'album', 'michael', 'jackson', '...', 'no', 'joke']",neu
"['bet', 'coming', 'vega', 'wanna', 'go', 'ticket']",neu
"['rt', 'thanks', 'rachel', 'love', 'big', 'brother', 'last', 'night', 'glad', 'entertain']",pos
"['good', 'morning', 'two', 'heard', 'obama', 'un', 'he is', 'traitor']",neg
"['detail', 'match', 'we are', 'showing', 'live', 'rugby', 'world', 'cup', 'coming', 'later', 'today']",neu
"['rt', 'foreign', 'minister', 'surapong', 'file', 'complaint', 'democrat', 'police', 'mon']",neu
"['talked', 'bulletproof', 'design', 'among', 'cool', 'topic', 'mta', 'yesterday', 'no', 'seriously', 'bulletproof', 'design']",pos
"['truly', 'love', 'party', 'boehner', 'can', 'schedule', 'obama is', 'address', 'night', 'gop', 'debate']",neu
"['pj', 'harvey', 'king', 'creosote', 'deserving', 'winner', 'prize', 'tonight', 'think', 'tinie', 'tempah', 'will', 'nick']",pos
"['okay', 'wookie', 'boy', 'childish', 'say', 'gotta', 'hear', 'favorite', 'song', 'niggah', 'play', 'beyonce', 'happy', 'love', 'song', 'man']",pos
"['rt', 'think', 'john', 'cena', 'going', 'win', 'summerslam', 'sunday']",neu
"['much', 'interest', 'today', 'rugby', 'world', 'cup', '#zero']",neg
"['tweet', 'di', 'brintey', 'amazing', 'beautiful', 'lady', 'gaga', 'show', 'ac', 'tonight', 'love', 'girl', 'britney']",pos
"['well', 'playwright', 'mel', 'did not', 'make', '#dawnsearlylight', 'today', 'due', 'mta is', 'incompetence', 'guess', 'gotta', 'eat', 'birthday', 'treat', '...']",neg
"['sunday', 'dialogue', 'curing', 'health', 'system', '...', 'fostered', 'republican', 'place', 'ideology', 'country', 'took', 'tha', '...']",neg
"['u', 'tx', 'ask', 'can', 'spend', 'night.haha', 'do not', 'even', 'know', 'u', 'kevin', 'hart', 'voice', 'haha']",pos
"['rt', 'article', 'preview', 'anderson', 'silva', 'v', 'yushin', 'okami', 'rio', 'give', 'read', 'fight', 'tonight', '#mma', 'htt', '...']",neu
"['either', 'la', 'guy', 'going', 'summerslam', 'sunday']",neu
"['evening', 'grace', 'patriot', 'god', 'bless', 'restore', 'r', 'great', 'country', 'r', 'people', 'r', 'vet', 'r', 'men', 'woman', 'uniform', 'nation', 'israel', 'japan']",pos
"['rt', 'alright', 'everyone', 'let', 'winner', 'tonight', 'girl', 'boy', 'winner', 'microsoft', 'point', 'follow', 'fo', '...']",pos
"['oh', 'that will', 'nice', 'going', 'umm', 'think', 'i am', 'going', 'see', 'inbetweeners', 'wednesday', 'otherwise', 'free', 'hannibal', 'rising']",pos
"['rt', 'michaeling', 'v', '):', 'talking', 'tweeting', 'michael', 'jackson', 'lot', 'example', 'michaeling', 'day', 'today']",neu
"['smoker', 'beohner', 'got', 'wanted', 'fact', 'dow', 'today', 'boehner', 'owns', 'every', 'point', '#fok', '#maddow', '#teaparty']",neu
"['i am', 'sorry', 'may', 'queen', 'madonna', 'bitch', '#gogaga']",neg
"['mail', 'sunday', 'cesc', 'fabregas', 'desperate', 'leave', 'arsenal', 'barcelona', 'offered', 'give', '...']",pos
"['channel', 'friday', 'pm', 'think', 'look', 'like', 'it is', 'going', 'really', 'good', 'documentary', 'obama is', 'involved']",pos
"['premiership', 'called', 'saturday', 'inbetweeners']",neu
"['guy', 'realize', 'summerslam', 'sunday', 'right', 'card', 'match', 'right', 'now']",neg
"['macdougall', 'killing', 'raider', 'mad', 'dog', 'score', 'good', 'leadup', 'work', 'gidley', 'houston', 'gidley', 'miss', 'kick', 'knight']",neg
"['one', 'night', 'like', 'vega', 'make', 'dat', 'nigga', 'famous']",pos
"['anderson', 'silva', 'fighting', 'saturday', 'ufc', 'know', 'can not', 'lose']",pos
"['jersey', 'shore', 'season', 'four', 'tonight', 'happy', 'x']",pos
"['wrapping', 'jersey', 'shore', 'commercial', 'today', 'fist', 'pumping', 'day']",neu
"['rt', 'damn', 'becomes', 'back', 'ajayi', 'rt', 'boise', 'state', 'rb', 'malcolm', 'johnson', 'tore', 'acl', 'practice', 'yesterday']",neu
"['rt', 'rt', 'kung', 'fu', 'panda', 'indonesian', 'subtitle', 'tentatively', 'scheduled', 'open', 'tues', '...']",neu
"['#earthquake', 'may', 'thing', 'history', 'mta', 'has not', 'caused', 'service', 'disruption', '...']",neg
"['rt', 'check', 'brand', 'new', 'video', 'dinosaur', 'released', 'aug', 'mta']",neu
"['went', 'see', 'rise', 'planet', 'ape', 'tonight', 'great', 'movie', 'b', 'sure', 'lchris-rockz']",pos
"['window', 'brain', 'damage', 'evening', 'apple', 'just', 'buy', 'microsoft', 'crush', 'life', 'please']",neg
"['yeah', 'it is', 'netflix', 'think', 'now', 'still', 'like', 'futuristic', 'action', 'concept', 'even', 'today']",pos
"['rt', 'also', 'back', 'school', 'special', 'celebrity', 'juice', 'itv', 'tonight', 'oushhhhh']",pos
"['watching', 'ex-ministries', 'video', 'today', 'found', 'shocking', 'news', 'michael', 'jackson']",neg
"['google', 'now', 'will', 'check', 'morning', 'sure', 'anything', 'is not', 'going', 'back', 'sd']",neu
"['raider', 'game', 'tomorrow', 'i am', 'juiced', 'going', 'want', 'go', 'game']",neu
"['nikki', 'walker', 'will', 'miss', 'rugby', 'world', 'cup', 'account', 'knee', 'injury', 'sustained', 'yesterday', 'v', 'italy', 'detail', 'www.scotlandrugbyteam.org']",neg
"['singsnap', 'one', 'night', 'jclabb', 'style', 'elvis', 'presley']",neu
"['sunday', 'ahead', 'inbetweeners', 'film', 'sitcom', 'went', 'holiday', 'big', 'screen', 'watercooler', 'hero', 'week', 'michael', 'winner']",neu
"['best', 'day', 'ever', '..', 'went', 'tha', 'nicki', 'minaj', 'concert', 'ac', 'tonight', '...']",pos
"['far', 'today', 'ive', 'asked', 'will', 'win', 'rugby', 'world', 'cup', 'score', 'darlington', 'fleetwood']",neu
"['rt', 'want', 'wish', 'legendary', 'broadcaster', 'lloyd', 'robertson', 'great', 'final', 'newscast', 'tonight', 'man', 'total', 'class', 'act', '#ctv', 'l', '...']",pos
"['night', 'just', 'lay', 'watch', 'movie', 'netflix']",neu
"['want', 'watch', 'steelers', 'game', 'sunday']",neu
"['see', 'just', 'published', '#mma', 'rant', 'today', 'anderson', 'silva', 'made', 'disturbing', 'burger', 'king', 'comme']",neu
"['watched', 'cricket', 'awesome', 'game', 'followed', 'jersey', 'shore', 'seven', 'dwarf', 'great', 'night', 'tv']",pos
"['good', 'morning', 'killa', 'who is', 'pick', 'georgia', 'boise', 'state', 'game', 'saturday']",neu
"['watching', 'kung', 'fu', 'panda', 'tribe', 'niece', '...', 'mellow', 'evening']",pos
"['rt', 'truth', 'like', 'sun', 'can', 'shut', 'time', 'ai not', 'goin', 'away', 'elvis', 'presley']",neu
